Timestamp,Latitude,Longitude
2024-11-14 09:32:40,43.66075378170642,-79.39632874451283
2024-11-14 09:32:41,43.66075378170642,-79.39632874451283
2024-11-14 09:32:41,43.66075378397598,-79.39632875643498
2024-11-14 09:32:41,43.660753782124715,-79.39632874698016
2024-11-14 09:32:42,43.660754777972286,-79.39633373302136
2024-11-14 09:32:43,43.66075371664117,-79.3963271346958
2024-11-14 09:32:44,43.66075339178537,-79.39632496558168
2024-11-14 09:32:47,43.660754771116416,-79.3963301326644
2024-11-14 09:32:48,43.66075507177329,-79.39633404128335
2024-11-14 09:32:48,43.66075515303347,-79.39633521736344
2024-11-14 09:32:50,43.66075528551987,-79.3963360916531
2024-11-14 09:32:54,43.660752581660745,-79.39632712328773
2024-11-14 09:33:00,43.660752128212984,-79.39632554873657
2024-11-14 09:33:05,43.66075221924417,-79.39632583082197
2024-11-14 09:33:11,43.660752222065675,-79.39632584212397
2024-11-14 09:33:17,43.66075221056787,-79.39632579520686
2024-11-14 09:33:23,43.66075155484634,-79.39632274883247
2024-11-14 09:33:29,43.66075202121266,-79.39632490859694
2024-11-14 09:33:35,43.660752167456096,-79.3963255820113
2024-11-14 09:33:41,43.66075157386577,-79.39632276996218
2024-11-14 09:33:47,43.66075201939273,-79.3963248838315
2024-11-14 09:33:48,43.660759271637346,-79.39635733232245
2024-11-14 09:33:54,43.66075432513364,-79.3963352547558
2024-11-14 09:34:00,43.66075284305566,-79.39632862882014
2024-11-14 09:34:06,43.66075239685338,-79.3963266295872
2024-11-14 09:34:12,43.660752259574885,-79.39632602110238
2024-11-14 09:34:18,43.66075221337512,-79.39632581765133
2024-11-14 09:34:24,43.66075220541866,-79.39632580192169
2024-11-14 09:34:30,43.66075218532125,-79.39632573051836
2024-11-14 09:34:36,43.66075220379969,-79.39632577669862
2024-11-14 09:34:42,43.66075220937281,-79.39632579062682
2024-11-14 09:34:48,43.66075225492491,-79.39632593655813
2024-11-14 09:34:54,43.66075224051071,-79.39632589125848
2024-11-14 09:34:59,43.66075222044574,-79.39632582518219
2024-11-14 09:35:05,43.66075154976605,-79.39632444135331
2024-11-14 09:35:11,43.660752026955734,-79.39632544784598
2024-11-14 09:35:17,43.66075218736281,-79.39632579591014
2024-11-14 09:35:23,43.66075221338853,-79.39632583009106
2024-11-14 09:35:29,43.66075222884496,-79.39632585689789
2024-11-14 09:35:35,43.66075223963025,-79.39632589041307
2024-11-14 09:35:41,43.6607522446214,-79.39632590643896
2024-11-14 09:35:47,43.66075223834849,-79.39632587869028
2024-11-14 09:35:53,43.660752180747686,-79.39632568789872
2024-11-14 09:35:59,43.66075211856053,-79.39632548441182
2024-11-14 09:36:05,43.66075214632318,-79.39632557795369
2024-11-14 09:36:11,43.660753283812646,-79.39632785217326
2024-11-14 09:36:17,43.66075251982657,-79.39632637337664
2024-11-14 09:36:23,43.660752301402006,-79.39632595963998
2024-11-14 09:36:29,43.66075156918946,-79.39632446192837
2024-11-14 09:36:35,43.66075902262179,-79.39635668486567
2024-11-14 09:36:41,43.66075426262303,-79.39633510148245
2024-11-14 09:36:47,43.66075278944167,-79.39632848015336
2024-11-14 09:36:53,43.660752377744146,-79.39632658966939
2024-11-14 09:36:59,43.66075225206701,-79.39632600325214
2024-11-14 09:37:05,43.66075223730771,-79.39632590357273
2024-11-14 09:37:11,43.66075156971651,-79.39632452448404
2024-11-14 09:37:17,43.66075200795876,-79.39632538347892
2024-11-14 09:37:23,43.660752154705605,-79.39632567736668
2024-11-14 09:37:29,43.66075219769869,-79.39632577112138
2024-11-14 09:37:35,43.660750264726175,-79.39631931009885
2024-11-14 09:37:41,43.66075183498247,-79.39632607944237
2024-11-14 09:37:47,43.66075211934253,-79.39632594839418
2024-11-14 09:37:53,43.660752182646746,-79.39632584820153
2024-11-14 09:37:59,43.66075219497695,-79.39632578546599
2024-11-14 09:38:05,43.66075153239921,-79.39632439061835
2024-11-14 09:38:11,43.66075143619861,-79.3963204553014
2024-11-14 09:38:16,43.66075907654197,-79.39635596759929
2024-11-14 09:38:22,43.660761108797864,-79.39636541511096
2024-11-14 09:38:28,43.66075490127892,-79.39633776210542
2024-11-14 09:38:34,43.66075302941321,-79.3963294270319
2024-11-14 09:38:40,43.66075248780308,-79.39632698542262
2024-11-14 09:38:46,43.660751657064466,-79.39632491276889
2024-11-14 09:38:52,43.66075909015458,-79.39635699572621
2024-11-14 09:38:58,43.660755527764955,-79.3963380217135
2024-11-14 09:39:04,43.66075321835922,-79.39632950532844
2024-11-14 09:39:10,43.660752521850185,-79.39632693681523
2024-11-14 09:39:16,43.66075226242674,-79.39632599755947
2024-11-14 09:39:22,43.66075221268382,-79.39632582056865
2024-11-14 09:39:28,43.66075220379477,-79.39632578754193
2024-11-14 09:39:34,43.66075220608661,-79.39632578294793
2024-11-14 09:39:40,43.66075221800614,-79.3963258295175
2024-11-14 09:39:46,43.660752222894246,-79.39632583736434
2024-11-14 09:39:52,43.66075221539434,-79.39632580607389
2024-11-14 09:39:58,43.66075333626243,-79.39632807631882
2024-11-14 09:40:04,43.66075258813462,-79.39632659848363
2024-11-14 09:40:10,43.66075231918735,-79.3963260181383
2024-11-14 09:40:15,43.66075424464334,-79.39633253210552
2024-11-14 09:40:21,43.66075486044791,-79.39633461541985
2024-11-14 09:40:27,43.66075231890827,-79.39632531524698
2024-11-14 09:40:33,43.66075221000919,-79.39632554170333
2024-11-14 09:40:39,43.66075217037879,-79.3963255969495
2024-11-14 09:40:45,43.660752196672114,-79.39632572767908
2024-11-14 09:40:51,43.66075219685072,-79.39632574125754
2024-11-14 09:40:57,43.66075220419475,-79.39632577440064
2024-11-14 09:41:03,43.66075218756367,-79.39632571681226
2024-11-14 09:41:09,43.66075217524629,-79.39632567509483
2024-11-14 09:41:15,43.66075215249687,-79.39632559903679
2024-11-14 09:41:21,43.660752156767046,-79.3963256132186
2024-11-14 09:41:27,43.66075215394101,-79.39632561652833
2024-11-14 09:41:33,43.660753299756614,-79.39632793762159
2024-11-14 09:41:39,43.66075254911087,-79.39632646992567
2024-11-14 09:41:45,43.660751630430376,-79.39632289282441
2024-11-14 09:41:51,43.66075138493811,-79.39632360946392
2024-11-14 09:41:56,43.66075195563376,-79.39632511750557
2024-11-14 09:42:02,43.66075211665169,-79.3963255322116
2024-11-14 09:42:08,43.66075233899634,-79.39632782381534
2024-11-14 09:42:14,43.660752239592334,-79.39632636955376
2024-11-14 09:42:20,43.660751541415074,-79.39632454900942
2024-11-14 09:42:26,43.660752009862115,-79.39632541750936
2024-11-14 09:42:32,43.660749764923864,-79.39632096873397
2024-11-14 09:42:38,43.66075252299856,-79.396326383544
2024-11-14 09:42:44,43.66075163058478,-79.39632458390258
2024-11-14 09:42:50,43.66075207030238,-79.39632553851453
2024-11-14 09:42:56,43.66075217834695,-79.39632574959792
2024-11-14 09:43:02,43.660752207796385,-79.39632580280058
2024-11-14 09:43:08,43.66075222093294,-79.39632582419237
2024-11-14 09:43:14,43.66075223075197,-79.39632586434158
2024-11-14 09:43:19,43.66075224692942,-79.39632591947421
2024-11-14 09:43:25,43.660752202598594,-79.3963257709896
2024-11-14 09:43:31,43.660752198455285,-79.39632575699198
2024-11-14 09:43:37,43.66075217672522,-79.39632568119066
